,pipeline,internal_variance
458,pe-ROI 3 test,0.713970144340008
459,pe-ROI 3 test,0.8730105808731822
460,pe-ROI 3 test,0.7268275826392321
461,pe-ROI 3 test,0.9550227432989258
462,pe-ROI 3 test,0.867511377077695
463,pe-ROI 3 test,0.926519197961426
464,pe-ROI 3 test,0.8633035224892907
465,pe-ROI 3 test,0.8488388857863192
466,pe-ROI 3 test,0.7620567345973571
467,pe-ROI 3 test,0.9222017101557687
468,pe-ROI 3 test,0.8543424065040762
469,pe-ROI 3 test,0.8970525184975071
470,pe-ROI 3 test,0.8453659122713933
471,pe-ROI 3 test,0.8221304933345267
472,pe-ROI 3 test,0.8316373415840739
473,pe-ROI 3 test,0.7171616702802959
474,pe-ROI 3 test,0.9280846439130584
475,pe-ROI 3 test,0.9343476259598474
476,pe-ROI 3 test,0.6410553035896589
477,pe-ROI 3 test,0.9447364874429094
478,pe-ROI 3 test,0.8507896475345782
479,pe-ROI 3 test,0.8675401039871339
480,pe-ROI 3 test,0.8524476365626389
481,pe-ROI 3 test,0.7896236001867827
482,pe-ROI 3 test,0.8673460955972372
483,pe-ROI 3 test,0.8247153644238105
484,pe-ROI 3 test,0.9404706046734234
485,pe-ROI 3 test,0.9210611448048064
486,pe-ROI 4 test,0.7800964877511501
487,pe-ROI 4 test,0.8204834743257179
488,pe-ROI 4 test,0.8976517777632403
489,pe-ROI 4 test,0.7934587055080327
490,pe-ROI 4 test,0.672477440683439
491,pe-ROI 4 test,0.7426811420981365
492,pe-ROI 4 test,0.7707876161211591
493,pe-ROI 4 test,0.8951145516710336
494,pe-ROI 4 test,0.7804845832142446
495,pe-ROI 4 test,0.9207823911423979
496,pe-ROI 4 test,0.8951695149305889
497,pe-ROI 4 test,0.94276334185595
498,pe-ROI 4 test,0.9271922704988897
499,pe-ROI 4 test,0.8764714551191014
500,pe-ROI 4 test,0.8037829106900202
501,pe-ROI 4 test,0.9352499135415191
502,pe-ROI 4 test,0.9057408275846843
503,pe-ROI 4 test,0.9007638529437906
504,pe-ROI 4 test,0.8919403377998784
505,pe-ROI 4 test,0.8554200850413066
506,pe-ROI 4 test,0.8606219040292676
507,pe-ROI 4 test,0.7694215756549017
508,pe-ROI 4 test,0.9419535237800275
509,pe-ROI 4 test,0.9735922273731122
510,pe-ROI 4 test,0.7014843420215898
511,pe-ROI 4 test,0.9621611980497151
512,pe-ROI 4 test,0.8809465698861132
513,pe-ROI 4 test,0.8998112159523823
514,pe-ROI 4 test,0.8963164511146351
515,pe-ROI 4 test,0.8243274569351096
516,pe-ROI 4 test,0.8947537099085665
517,pe-ROI 4 test,0.8364079521636919
518,pe-ROI 4 test,0.9522019174089058
519,pe-ROI 4 test,0.9381235635399338
