,pipeline,values
152,ern-ROI 2 train,19.580709912175376
153,ern-ROI 2 train,62.104710666935674
154,ern-ROI 2 train,49.95203962740849
155,ern-ROI 2 train,75.21412582972502
156,ern-ROI 2 train,55.36218320638791
157,ern-ROI 2 train,31.44178991509819
158,ern-ROI 2 train,81.54539146255335
159,ern-ROI 2 train,59.56592793516599
160,ern-ROI 2 train,42.352809396406805
161,ern-ROI 2 train,42.150742875394826
162,ern-ROI 2 train,35.05564137977643
163,ern-ROI 2 train,33.97914840555647
164,ern-ROI 2 train,23.200310350287545
165,ern-ROI 2 train,53.6353723029315
166,ern-ROI 2 train,53.59187923676151
167,ern-ROI 2 train,52.527009814313274
168,ern-ROI 2 train,35.28199647867337
169,ern-ROI 2 train,26.412211861760508
170,ern-ROI 2 train,53.80296208585
171,ern-ROI 2 train,31.55384926634881
172,ern-ROI 2 train,37.044516359655766
173,ern-ROI 2 train,23.73787987181133
174,ern-ROI 2 train,69.53416653081183
175,ern-ROI 2 train,54.572890102608916
176,ern-ROI 2 train,52.19480953853457
177,ern-ROI 2 train,45.7585868434637
178,ern-ROI 2 train,42.47975084347508
179,ern-ROI 2 train,78.54024830290092
180,ern-ROI 2 train,55.21083498193389
181,ern-ROI 2 train,67.85542184700658
182,ern-ROI 2 train,23.11398326452707
183,ern-ROI 2 train,45.517518115577424
184,ern-ROI 2 train,16.020239674217816
185,ern-ROI 2 train,22.249415645917825
186,ern-ROI 2 train,44.67925648619249
187,ern-ROI 2 train,23.042191754426014
188,ern-ROI 2 train,22.406763950039704
189,ern-ROI 2 train,61.40455527834445
190,ern-ROI 2 train,63.18592835648471
191,ern-ROI 2 train,31.51315505348981
192,pe-ROI 3 train,99.40535801983407
193,pe-ROI 3 train,68.54484003904233
194,pe-ROI 3 train,111.04012039118007
195,pe-ROI 3 train,20.922300034778402
196,pe-ROI 3 train,39.704512487389096
197,pe-ROI 3 train,61.20644667785096
198,pe-ROI 3 train,57.903018310617426
199,pe-ROI 3 train,51.620440311505455
200,pe-ROI 3 train,94.11089694936358
201,pe-ROI 3 train,72.97049074627627
202,pe-ROI 3 train,74.89746519732812
203,pe-ROI 3 train,79.97865638203645
204,pe-ROI 3 train,83.5216025579566
205,pe-ROI 3 train,83.54544345363726
206,pe-ROI 3 train,73.4214404995579
207,pe-ROI 3 train,44.95735435546726
208,pe-ROI 3 train,111.09924553252672
209,pe-ROI 3 train,41.99813355170686
210,pe-ROI 3 train,103.59549217446403
211,pe-ROI 3 train,63.78780980938251
212,pe-ROI 3 train,89.71037409026096
213,pe-ROI 3 train,106.41545528543983
214,pe-ROI 3 train,81.83678904848139
215,pe-ROI 3 train,24.584328904224854
216,pe-ROI 3 train,56.34202030401475
217,pe-ROI 3 train,34.59661467799435
218,pe-ROI 3 train,37.536107625724874
219,pe-ROI 3 train,48.68484262738038
220,pe-ROI 3 train,38.21937100085977
221,pe-ROI 3 train,46.239633246500624
222,pe-ROI 3 train,73.24862101383216
223,pe-ROI 3 train,94.58167801283136
224,pe-ROI 3 train,101.30442000394397
225,pe-ROI 3 train,20.782209954195988
226,pe-ROI 3 train,58.616530418677705
227,pe-ROI 3 train,52.90250244605591
228,pe-ROI 3 train,89.2432791056798
229,pe-ROI 3 train,58.264815303371556
230,pe-ROI 3 train,61.09762497421308
231,pe-ROI 3 train,45.65467673629629
232,pe-ROI 3 train,78.99404284249263
233,pe-ROI 3 train,40.65576783446208
234,pe-ROI 3 train,54.14842620997568
235,pe-ROI 3 train,75.00103791427485
236,pe-ROI 3 train,89.79300931015125
237,pe-ROI 3 train,25.31488436699661
238,pe-ROI 3 train,75.87187886129851
239,pe-ROI 3 train,63.95314114393233
240,pe-ROI 3 train,31.486939362294354
241,pe-ROI 3 train,88.50100825405116
242,pe-ROI 3 train,56.2960983022918
243,pe-ROI 3 train,64.46102235081264
244,pe-ROI 3 train,95.50847002739758
245,pe-ROI 3 train,68.70956845163998
246,pe-ROI 3 train,50.32812667599322
247,pe-ROI 3 train,62.84619404960752
248,pe-ROI 3 train,63.899755376634445
249,pe-ROI 3 train,67.43078111536185
250,pe-ROI 3 train,43.03365151523434
251,pe-ROI 3 train,55.3438234720943
252,pe-ROI 3 train,80.01074697482645
253,pe-ROI 3 train,35.01530283512102
254,pe-ROI 3 train,67.2716087131603
255,pe-ROI 3 train,73.75789993393886
256,pe-ROI 3 train,64.50036421037763
257,pe-ROI 3 train,67.57114151322104
258,pe-ROI 3 train,41.81752057550183
259,pe-ROI 3 train,55.64822978708906
260,pe-ROI 3 train,37.1378598348778
261,pe-ROI 3 train,52.19635537608523
262,pe-ROI 3 train,74.53561541743265
263,pe-ROI 3 train,93.51245163793004
264,pe-ROI 3 train,67.66436542681427
265,pe-ROI 3 train,49.048906459172656
266,pe-ROI 3 train,40.535522814541416
267,pe-ROI 3 train,79.04512595958522
268,pe-ROI 3 train,102.35914322302402
269,pe-ROI 3 train,85.94673721073708
270,pe-ROI 3 train,70.35664655561092
271,pe-ROI 3 train,50.827238663430414
272,pe-ROI 3 train,33.98415302613223
273,pe-ROI 3 train,63.665884654325076
274,pe-ROI 3 train,47.355623874955
275,pe-ROI 3 train,69.02804885482342
276,pe-ROI 3 train,83.0886716814396
277,pe-ROI 3 train,67.23387751321908
278,pe-ROI 3 train,25.840640748685118
279,pe-ROI 3 train,82.44578307859838
280,pe-ROI 3 train,68.1175843240156
281,pe-ROI 3 train,55.303639604316864
282,pe-ROI 3 train,49.33630959333923
283,pe-ROI 3 train,50.22560501659365
284,pe-ROI 3 train,60.17816413057342
285,pe-ROI 3 train,100.35595222130716
286,pe-ROI 3 train,91.02900473770127
287,pe-ROI 3 train,78.3521047979669
288,pe-ROI 4 train,120.34662559823559
289,pe-ROI 4 train,79.9414294245115
290,pe-ROI 4 train,129.87108023704837
291,pe-ROI 4 train,25.3770711331869
292,pe-ROI 4 train,45.056892019593235
293,pe-ROI 4 train,70.09995859800611
294,pe-ROI 4 train,66.99822863825027
295,pe-ROI 4 train,60.53359334481981
296,pe-ROI 4 train,109.84100189707051
297,pe-ROI 4 train,87.71040747709841
298,pe-ROI 4 train,87.5442800358215
299,pe-ROI 4 train,96.4555880192132
300,pe-ROI 4 train,94.16561153381684
301,pe-ROI 4 train,97.36586756690355
302,pe-ROI 4 train,87.8259232588064
303,pe-ROI 4 train,52.807220645384156
304,pe-ROI 4 train,133.8947273913905
305,pe-ROI 4 train,47.04686571610118
306,pe-ROI 4 train,119.97857160874521
307,pe-ROI 4 train,73.72490956941698
308,pe-ROI 4 train,103.21091776779849
309,pe-ROI 4 train,126.46350014611299
310,pe-ROI 4 train,95.375423811912
311,pe-ROI 4 train,30.490211301138846
312,pe-ROI 4 train,63.98087134082855
313,pe-ROI 4 train,39.841112622498365
314,pe-ROI 4 train,43.62946865722086
315,pe-ROI 4 train,57.309465015330545
316,pe-ROI 4 train,46.260387814330485
317,pe-ROI 4 train,56.08263959055078
318,pe-ROI 4 train,86.0375077865791
319,pe-ROI 4 train,107.78503256201206
320,pe-ROI 4 train,116.61980658895227
321,pe-ROI 4 train,24.434500328532533
322,pe-ROI 4 train,69.4217157217751
323,pe-ROI 4 train,64.89567256825053
324,pe-ROI 4 train,102.49497907891852
325,pe-ROI 4 train,68.60310975825385
326,pe-ROI 4 train,68.24953908756595
327,pe-ROI 4 train,52.32604555756352
328,pe-ROI 4 train,86.27683576171843
329,pe-ROI 4 train,45.22465780908109
330,pe-ROI 4 train,58.749658996037276
331,pe-ROI 4 train,87.31948989238195
332,pe-ROI 4 train,101.86671498989561
333,pe-ROI 4 train,29.38901579404019
334,pe-ROI 4 train,92.04331481817326
335,pe-ROI 4 train,76.74123157116755
336,pe-ROI 4 train,38.36882690903427
337,pe-ROI 4 train,102.56178233169484
338,pe-ROI 4 train,61.34289024932009
339,pe-ROI 4 train,75.48105326769524
340,pe-ROI 4 train,113.20697012207403
341,pe-ROI 4 train,79.30047402010658
342,pe-ROI 4 train,58.82291147741426
343,pe-ROI 4 train,74.73476605769092
344,pe-ROI 4 train,75.29010059491696
345,pe-ROI 4 train,78.02028472566255
346,pe-ROI 4 train,51.96364316312594
347,pe-ROI 4 train,66.3667660723915
348,pe-ROI 4 train,90.74815871297709
349,pe-ROI 4 train,39.9398321669408
350,pe-ROI 4 train,77.77401663810815
351,pe-ROI 4 train,85.86189089085954
352,pe-ROI 4 train,68.67225874636043
353,pe-ROI 4 train,77.78007127288782
354,pe-ROI 4 train,47.792684275875
355,pe-ROI 4 train,64.5029544082896
356,pe-ROI 4 train,43.76146160417187
357,pe-ROI 4 train,63.63700957272094
358,pe-ROI 4 train,86.87818438578545
359,pe-ROI 4 train,108.60447950659284
360,pe-ROI 4 train,75.49156278194793
361,pe-ROI 4 train,56.24346966121532
362,pe-ROI 4 train,48.07720661506388
363,pe-ROI 4 train,93.5850848772633
364,pe-ROI 4 train,120.22398663877671
365,pe-ROI 4 train,103.03408281506125
366,pe-ROI 4 train,83.87687444932708
367,pe-ROI 4 train,60.19760906195637
368,pe-ROI 4 train,39.56672079111719
369,pe-ROI 4 train,71.32431782490309
370,pe-ROI 4 train,53.98532464673938
371,pe-ROI 4 train,81.94413643713813
372,pe-ROI 4 train,94.8716467240987
373,pe-ROI 4 train,72.72171676681236
374,pe-ROI 4 train,30.41798207399565
375,pe-ROI 4 train,95.86415031529107
376,pe-ROI 4 train,79.90384023080942
377,pe-ROI 4 train,63.541406491549246
378,pe-ROI 4 train,58.17096086843817
379,pe-ROI 4 train,58.48498329557089
380,pe-ROI 4 train,70.46393521905317
381,pe-ROI 4 train,115.76144586003765
382,pe-ROI 4 train,107.94829293531933
383,pe-ROI 4 train,92.05401800112882
384,ern-ROI 1 test,52.328729524656765
385,ern-ROI 1 test,47.872964676404244
386,ern-ROI 1 test,20.255585791142313
387,ern-ROI 1 test,32.023185058256615
388,ern-ROI 1 test,38.86255974643501
389,ern-ROI 1 test,27.106772035012014
390,ern-ROI 1 test,72.84006697182573
391,ern-ROI 1 test,36.50660191068097
392,ern-ROI 1 test,44.33171582523354
393,ern-ROI 1 test,26.775952434363507
394,ern-ROI 1 test,35.57492292163265
395,ern-ROI 1 test,22.246844751262078
396,ern-ROI 1 test,30.342431186312545
397,ern-ROI 1 test,50.81488065428138
398,ern-ROI 1 test,40.554112340145224
399,ern-ROI 1 test,22.947888442865118
400,ern-ROI 1 test,39.12816697710895
401,ern-ROI 1 test,19.56247173725321
402,ern-ROI 1 test,41.50110375238453
403,ern-ROI 1 test,44.69354097339196
404,ern-ROI 1 test,27.71461254088553
405,ern-ROI 1 test,52.74446987241606
406,ern-ROI 1 test,21.02167571206113
407,ern-ROI 1 test,45.655981245672585
408,ern-ROI 1 test,48.600730813663795
409,ern-ROI 1 test,35.83459152735913
410,ern-ROI 1 test,38.17279240795178
411,ern-ROI 1 test,29.71768329404969
412,ern-ROI 1 test,34.69063311260923
413,ern-ROI 1 test,15.99752249099934
414,ern-ROI 1 test,34.29193286557523
415,ern-ROI 1 test,23.27206243153501
416,ern-ROI 1 test,15.945738544357447
417,ern-ROI 1 test,26.85527223487648
418,ern-ROI 2 test,63.49170382572329
419,ern-ROI 2 test,58.138738312326126
420,ern-ROI 2 test,23.21283160457564
421,ern-ROI 2 test,20.583814748538167
422,ern-ROI 2 test,48.58453115753961
423,ern-ROI 2 test,30.08928982425191
424,ern-ROI 2 test,86.16904188000113
425,ern-ROI 2 test,40.480513929322754
426,ern-ROI 2 test,51.629468209360226
427,ern-ROI 2 test,31.759486855305543
428,ern-ROI 2 test,43.17943236344339
429,ern-ROI 2 test,28.576372131676173
430,ern-ROI 2 test,35.430853913786585
431,ern-ROI 2 test,64.0487167121414
432,ern-ROI 2 test,50.23216693039674
433,ern-ROI 2 test,28.17081562365594
434,ern-ROI 2 test,47.195213770216846
435,ern-ROI 2 test,21.307909903171172
436,ern-ROI 2 test,48.97602369571006
437,ern-ROI 2 test,55.37005297834376
438,ern-ROI 2 test,34.804636771020384
439,ern-ROI 2 test,62.431792506520964
440,ern-ROI 2 test,25.144748434415938
441,ern-ROI 2 test,53.63905022959348
442,ern-ROI 2 test,59.537019479775715
443,ern-ROI 2 test,40.69226761601666
444,ern-ROI 2 test,45.7647542207262
445,ern-ROI 2 test,34.57678145977997
446,ern-ROI 2 test,36.474809273102515
447,ern-ROI 2 test,19.281817658416614
448,ern-ROI 2 test,40.28783567271921
449,ern-ROI 2 test,28.473856939761326
450,ern-ROI 2 test,18.83338771559846
451,ern-ROI 2 test,31.902045170014112
452,pe-ROI 3 test,54.887400502153206
453,pe-ROI 3 test,63.778813477004064
454,pe-ROI 3 test,48.54613421071182
455,pe-ROI 3 test,75.11811259963319
456,pe-ROI 3 test,71.69450997858817
457,pe-ROI 3 test,50.203426169503615
458,pe-ROI 3 test,59.871354960245206
459,pe-ROI 3 test,71.76416909515855
460,pe-ROI 3 test,83.46175339341268
461,pe-ROI 3 test,50.836341357247846
462,pe-ROI 3 test,80.13618951697846
463,pe-ROI 3 test,54.01779293000199
464,pe-ROI 3 test,43.80358920404314
465,pe-ROI 3 test,51.70496646261051
466,pe-ROI 3 test,61.9547818092547
467,pe-ROI 3 test,34.03139740473603
468,pe-ROI 3 test,61.84977286228348
469,pe-ROI 3 test,30.4170604938813
470,pe-ROI 3 test,55.956895526670145
471,pe-ROI 3 test,57.47944008531866
472,pe-ROI 3 test,85.60515683550155
473,pe-ROI 3 test,77.78458164767468
474,pe-ROI 3 test,75.705200277668
475,pe-ROI 3 test,30.029737456055148
476,pe-ROI 3 test,65.67080930273286
477,pe-ROI 3 test,63.75354851675463
478,pe-ROI 3 test,71.88514786629187
479,pe-ROI 3 test,73.51997634547007
480,pe-ROI 3 test,91.19904106179992
481,pe-ROI 3 test,51.867089116132696
482,pe-ROI 3 test,53.79009441087571
483,pe-ROI 3 test,59.47457928316818
484,pe-ROI 3 test,51.55335694888664
485,pe-ROI 3 test,44.87802938232978
486,pe-ROI 4 test,63.829956870900354
487,pe-ROI 4 test,75.13390727477878
488,pe-ROI 4 test,53.37369356455723
489,pe-ROI 4 test,87.60342390798067
490,pe-ROI 4 test,83.06864027636728
491,pe-ROI 4 test,55.62187611958597
492,pe-ROI 4 test,70.5004036402464
493,pe-ROI 4 test,85.90404995655008
494,pe-ROI 4 test,97.19262624166194
495,pe-ROI 4 test,60.88210206023211
496,pe-ROI 4 test,96.18354397392612
497,pe-ROI 4 test,62.10127398934764
498,pe-ROI 4 test,52.07225549239568
499,pe-ROI 4 test,59.875622051366264
500,pe-ROI 4 test,73.027910797755
501,pe-ROI 4 test,37.74157559890412
502,pe-ROI 4 test,69.2910556392595
503,pe-ROI 4 test,34.60261834932247
504,pe-ROI 4 test,64.47761970809849
505,pe-ROI 4 test,67.81754157805882
506,pe-ROI 4 test,97.13494237270379
507,pe-ROI 4 test,88.22040563173864
508,pe-ROI 4 test,89.53975885368301
509,pe-ROI 4 test,34.57599403246577
510,pe-ROI 4 test,128.60380472919664
511,pe-ROI 4 test,73.37132369567067
512,pe-ROI 4 test,82.01842204990992
513,pe-ROI 4 test,60.43504160166376
514,pe-ROI 4 test,106.37130282752054
515,pe-ROI 4 test,63.03264677343083
516,pe-ROI 4 test,61.69352602672583
517,pe-ROI 4 test,70.91185555894249
518,pe-ROI 4 test,59.99328054664677
519,pe-ROI 4 test,52.91335977691777
